Roll Angle, Pitch Angle, AccX, AccY, AccZ 
-1.86,82.93,-0.96,-0.03,-0.11
-1.86,82.93,-0.96,-0.03,-0.11
-1.86,82.93,-0.96,-0.03,-0.11
-1.86,82.94,-0.96,-0.03,-0.11
-1.86,82.94,-0.96,-0.03,-0.11
-1.87,82.94,-0.96,-0.03,-0.11
-1.87,82.94,-0.96,-0.03,-0.11
-1.87,82.94,-0.96,-0.03,-0.11
-1.87,82.94,-0.96,-0.03,-0.11
-1.87,82.95,-0.96,-0.03,-0.11
-1.87,82.95,-0.96,-0.03,-0.11
-1.87,82.95,-0.96,-0.03,-0.11
-1.87,82.95,-0.96,-0.03,-0.11
-1.87,82.95,-0.96,-0.03,-0.11
-1.87,82.95,-0.96,-0.03,-0.11
-1.87,82.95,-0.96,-0.03,-0.11
-1.88,82.95,-0.96,-0.03,-0.11
-1.88,82.96,-0.96,-0.03,-0.11
-1.88,82.96,-0.96,-0.03,-0.11
-1.88,82.96,-0.96,-0.03,-0.11
-1.88,82.96,-0.96,-0.03,-0.11
-1.88,82.96,-0.96,-0.03,-0.11
-1.88,82.96,-0.96,-0.03,-0.11
-1.88,82.96,-0.96,-0.03,-0.11
-1.88,82.96,-0.96,-0.03,-0.11
-1.88,82.96,-0.96,-0.03,-0.11
-1.88,82.97,-0.96,-0.03,-0.11
-1.88,82.97,-0.96,-0.03,-0.11
-1.89,82.97,-0.96,-0.03,-0.11
-1.89,82.97,-0.96,-0.03,-0.11
-1.89,82.97,-0.96,-0.03,-0.11
-1.89,82.97,-0.96,-0.03,-0.11
-1.89,82.97,-0.96,-0.03,-0.11
-1.89,82.97,-0.96,-0.03,-0.11
-1.89,82.97,-0.96,-0.03,-0.11
-1.89,82.97,-0.96,-0.03,-0.11
-1.89,82.97,-0.96,-0.03,-0.11
-1.89,82.97,-0.96,-0.03,-0.11
-1.89,82.97,-0.96,-0.03,-0.11
-1.89,82.98,-0.96,-0.03,-0.11
-1.89,82.98,-0.96,-0.03,-0.11
-1.90,82.98,-0.96,-0.03,-0.11
-1.90,82.98,-0.96,-0.03,-0.11
-1.90,82.98,-0.96,-0.03,-0.11
-1.90,82.98,-0.96,-0.03,-0.11
-1.90,82.98,-0.96,-0.03,-0.11
-1.90,82.98,-0.96,-0.03,-0.11
-1.90,82.98,-0.96,-0.03,-0.11
-1.90,82.98,-0.96,-0.03,-0.11
-1.90,82.99,-0.96,-0.03,-0.11
-1.90,82.99,-0.96,-0.03,-0.11
-1.90,82.99,-0.96,-0.03,-0.11
-1.90,82.99,-0.96,-0.03,-0.11
-1.90,82.99,-0.96,-0.03,-0.11
-1.90,82.99,-0.96,-0.03,-0.11
-1.90,82.99,-0.96,-0.03,-0.11
-1.90,82.99,-0.96,-0.03,-0.11
-1.90,82.99,-0.96,-0.03,-0.11
-1.90,82.99,-0.96,-0.03,-0.11
-1.90,82.99,-0.96,-0.03,-0.11
-1.90,82.99,-0.96,-0.03,-0.11
-1.90,83.00,-0.96,-0.03,-0.11
-1.90,83.00,-0.96,-0.03,-0.11
-1.90,83.00,-0.96,-0.03,-0.11
-1.90,83.00,-0.96,-0.03,-0.11
-1.91,83.00,-0.96,-0.03,-0.11
-1.91,83.00,-0.96,-0.03,-0.11
-1.91,83.00,-0.96,-0.03,-0.11
-1.91,83.00,-0.96,-0.03,-0.11
-1.91,83.00,-0.96,-0.03,-0.11
-1.91,83.00,-0.96,-0.03,-0.11
-1.91,83.00,-0.96,-0.03,-0.11
-1.91,83.01,-0.96,-0.03,-0.11
-1.91,83.01,-0.96,-0.03,-0.11
-1.91,83.01,-0.96,-0.03,-0.11
-1.91,83.01,-0.96,-0.03,-0.11
-1.91,83.01,-0.96,-0.03,-0.11
-1.91,83.01,-0.96,-0.03,-0.11
-1.91,83.01,-0.96,-0.03,-0.11
-1.91,83.01,-0.96,-0.03,-0.11
-1.91,83.02,-0.96,-0.03,-0.11
-1.91,83.02,-0.96,-0.03,-0.11
-1.91,83.02,-0.96,-0.03,-0.11
-1.91,83.02,-0.96,-0.03,-0.11
-1.91,83.02,-0.96,-0.03,-0.11
-1.91,83.02,-0.96,-0.03,-0.11
-1.91,83.02,-0.96,-0.03,-0.11
-1.91,83.02,-0.96,-0.03,-0.11
-1.91,83.02,-0.96,-0.03,-0.11
-1.92,83.02,-0.96,-0.03,-0.11
-1.92,83.03,-0.96,-0.03,-0.11
-1.92,83.03,-0.96,-0.03,-0.11
-1.92,83.03,-0.96,-0.03,-0.11
-1.92,83.03,-0.96,-0.03,-0.11
-1.92,83.03,-0.96,-0.03,-0.11
-1.92,83.03,-0.96,-0.03,-0.11
-1.92,83.03,-0.96,-0.03,-0.11
-1.92,83.03,-0.96,-0.03,-0.11
-1.92,83.03,-0.96,-0.03,-0.11
-1.92,83.03,-0.96,-0.03,-0.11
-1.92,83.04,-0.96,-0.03,-0.11
-1.92,83.04,-0.96,-0.03,-0.11
-1.92,83.04,-0.96,-0.03,-0.11
-1.92,83.04,-0.96,-0.03,-0.11
-1.92,83.04,-0.96,-0.03,-0.11
-1.92,83.04,-0.96,-0.03,-0.11
-1.92,83.04,-0.96,-0.03,-0.11
-1.92,83.04,-0.96,-0.03,-0.11
-1.92,83.04,-0.96,-0.03,-0.11
-1.92,83.05,-0.96,-0.03,-0.11
-1.92,83.05,-0.96,-0.03,-0.11
-1.92,83.05,-0.96,-0.03,-0.11
-1.92,83.05,-0.96,-0.03,-0.11
-1.92,83.05,-0.96,-0.03,-0.11
-1.92,83.05,-0.96,-0.03,-0.11
-1.92,83.05,-0.96,-0.03,-0.11
-1.92,83.05,-0.96,-0.03,-0.11
-1.92,83.05,-0.96,-0.03,-0.11
-1.92,83.06,-0.96,-0.03,-0.11
-1.92,83.06,-0.96,-0.03,-0.11
-1.92,83.06,-0.96,-0.03,-0.11
-1.92,83.06,-0.96,-0.03,-0.11
-1.92,83.06,-0.96,-0.03,-0.11
-1.92,83.06,-0.96,-0.03,-0.11
-1.92,83.06,-0.96,-0.03,-0.11
-1.93,83.06,-0.96,-0.03,-0.11
-1.93,83.06,-0.96,-0.03,-0.11
-1.93,83.06,-0.96,-0.03,-0.11
-1.93,83.06,-0.96,-0.03,-0.11
-1.93,83.06,-0.96,-0.03,-0.11
-1.93,83.06,-0.96,-0.03,-0.11
-1.93,83.06,-0.96,-0.03,-0.11
-1.93,83.06,-0.96,-0.03,-0.11
-1.93,83.06,-0.96,-0.03,-0.11
-1.93,83.06,-0.96,-0.03,-0.11
-1.93,83.06,-0.96,-0.03,-0.11
-1.93,83.06,-0.96,-0.03,-0.11
-1.93,83.06,-0.96,-0.03,-0.11
-1.93,83.06,-0.96,-0.03,-0.11
-1.93,83.06,-0.96,-0.03,-0.11
-1.93,83.06,-0.96,-0.03,-0.11
-1.93,83.06,-0.96,-0.03,-0.11
-1.93,83.07,-0.96,-0.03,-0.11
-1.93,83.07,-0.96,-0.03,-0.11
-1.93,83.07,-0.96,-0.03,-0.11
-1.93,83.07,-0.96,-0.03,-0.11
-1.93,83.07,-0.96,-0.03,-0.11
-1.93,83.07,-0.96,-0.03,-0.11
-1.93,83.07,-0.96,-0.03,-0.11
-1.93,83.07,-0.96,-0.03,-0.11
-1.93,83.07,-0.96,-0.03,-0.11
-1.93,83.07,-0.96,-0.03,-0.11
-1.93,83.07,-0.96,-0.03,-0.11
-1.93,83.07,-0.96,-0.03,-0.11
-1.93,83.07,-0.96,-0.03,-0.11
-1.94,83.07,-0.96,-0.03,-0.11
-1.94,83.07,-0.96,-0.03,-0.11
-1.94,83.07,-0.96,-0.03,-0.11
-1.94,83.08,-0.96,-0.03,-0.11
-1.94,83.08,-0.96,-0.03,-0.11
-1.94,83.08,-0.96,-0.03,-0.11
-1.94,83.08,-0.96,-0.03,-0.11
-1.94,83.08,-0.96,-0.03,-0.11
-1.94,83.08,-0.96,-0.03,-0.11
-1.94,83.08,-0.96,-0.03,-0.11
-1.94,83.08,-0.96,-0.03,-0.11
-1.94,83.08,-0.96,-0.03,-0.11
-1.94,83.08,-0.96,-0.03,-0.11
-1.94,83.08,-0.96,-0.03,-0.11
-1.94,83.09,-0.96,-0.03,-0.11
-1.94,83.09,-0.96,-0.03,-0.11
-1.94,83.09,-0.96,-0.03,-0.11
-1.94,83.09,-0.96,-0.03,-0.11
-1.94,83.09,-0.96,-0.03,-0.11
-1.94,83.09,-0.96,-0.03,-0.11
-1.94,83.09,-0.96,-0.03,-0.11
-1.94,83.09,-0.96,-0.03,-0.11
-1.94,83.09,-0.96,-0.03,-0.11
-1.94,83.09,-0.96,-0.03,-0.11
-1.94,83.09,-0.96,-0.03,-0.11
-1.94,83.09,-0.96,-0.03,-0.11
-1.94,83.09,-0.96,-0.03,-0.11
-1.94,83.09,-0.96,-0.03,-0.11
-1.94,83.09,-0.96,-0.03,-0.11
-1.94,83.09,-0.96,-0.03,-0.11
-1.94,83.09,-0.96,-0.03,-0.11
-1.94,83.09,-0.96,-0.03,-0.11
-1.94,83.09,-0.96,-0.03,-0.11
-1.95,83.09,-0.95,-0.04,-0.11
-1.95,83.10,-0.96,-0.03,-0.11
-1.95,83.10,-0.96,-0.03,-0.11
-1.94,83.10,-0.96,-0.03,-0.11
-1.94,83.10,-0.96,-0.03,-0.11
-1.94,83.10,-0.96,-0.03,-0.11
-1.94,83.10,-0.96,-0.03,-0.11
-1.94,83.11,-0.96,-0.03,-0.11
-1.95,83.11,-0.96,-0.03,-0.11
-1.95,83.11,-0.96,-0.03,-0.11
-1.95,83.11,-0.96,-0.03,-0.11
-1.95,83.11,-0.96,-0.03,-0.11
-1.95,83.11,-0.96,-0.03,-0.11
-1.95,83.11,-0.96,-0.03,-0.11
-1.95,83.11,-0.96,-0.03,-0.11
-1.95,83.11,-0.96,-0.03,-0.11
-1.95,83.11,-0.96,-0.03,-0.11
-1.95,83.11,-0.96,-0.03,-0.11
-1.95,83.11,-0.96,-0.03,-0.11
-1.95,83.11,-0.96,-0.03,-0.11
-1.95,83.11,-0.96,-0.03,-0.11
-1.95,83.11,-0.96,-0.03,-0.11
-1.95,83.11,-0.96,-0.03,-0.11
-1.95,83.11,-0.96,-0.03,-0.11
-1.95,83.11,-0.96,-0.03,-0.11
-1.96,83.11,-0.96,-0.03,-0.11
-1.96,83.11,-0.96,-0.03,-0.11
-1.96,83.11,-0.96,-0.03,-0.11
-1.96,83.11,-0.96,-0.03,-0.11
-1.96,83.11,-0.96,-0.03,-0.11
-1.96,83.11,-0.96,-0.03,-0.11
-1.96,83.11,-0.96,-0.04,-0.11
-1.96,83.11,-0.96,-0.04,-0.11
-1.96,83.11,-0.96,-0.04,-0.11
-1.96,83.11,-0.96,-0.04,-0.11
-1.96,83.11,-0.96,-0.04,-0.11
-1.96,83.11,-0.96,-0.04,-0.11
-1.96,83.11,-0.96,-0.04,-0.11
-1.96,83.11,-0.95,-0.03,-0.11
-1.96,83.11,-0.96,-0.03,-0.11
-1.96,83.12,-0.96,-0.03,-0.11
-1.96,83.12,-0.96,-0.03,-0.11
-1.96,83.12,-0.96,-0.03,-0.11
-1.96,83.12,-0.96,-0.03,-0.11
-1.96,83.12,-0.96,-0.03,-0.11
-1.96,83.12,-0.96,-0.03,-0.11
-1.96,83.12,-0.96,-0.03,-0.11
-1.96,83.12,-0.96,-0.03,-0.11
-1.96,83.12,-0.96,-0.03,-0.11
-1.96,83.12,-0.96,-0.03,-0.11
-1.97,83.12,-0.96,-0.03,-0.11
-1.97,83.12,-0.96,-0.03,-0.11
-1.97,83.13,-0.96,-0.03,-0.11
-1.97,83.13,-0.96,-0.03,-0.11
-1.97,83.13,-0.96,-0.04,-0.11
-1.97,83.12,-0.96,-0.04,-0.11
-1.97,83.12,-0.96,-0.04,-0.11
-1.97,83.12,-0.96,-0.03,-0.11
-1.97,83.12,-0.96,-0.03,-0.11
-1.97,83.12,-0.96,-0.03,-0.11
-1.97,83.12,-0.96,-0.03,-0.11
-1.97,83.12,-0.96,-0.03,-0.11
-1.97,83.13,-0.96,-0.03,-0.11
-1.97,83.13,-0.96,-0.03,-0.11
-1.97,83.13,-0.96,-0.03,-0.11
-1.97,83.13,-0.96,-0.03,-0.11
-1.97,83.13,-0.96,-0.03,-0.11
-1.97,83.13,-0.96,-0.03,-0.11
-1.97,83.13,-0.96,-0.03,-0.11
-1.97,83.13,-0.96,-0.03,-0.11
-1.97,83.13,-0.96,-0.03,-0.11
-1.97,83.13,-0.96,-0.03,-0.11
-1.97,83.13,-0.96,-0.03,-0.11
-1.98,83.13,-0.96,-0.03,-0.11
-1.98,83.13,-0.96,-0.03,-0.11
-1.98,83.13,-0.96,-0.04,-0.11
-1.98,83.13,-0.96,-0.04,-0.11
